Hyperparameter Strategy	Layers	nodes_per_layer	batch_size	learning_rate	dropout_rate	epochs	MAE	R2
Evolution	1	64	128	0.0024189172932207563	0.587899799077668	50	80.92939758300781	0.9376499056816101
Evolution	1	128	128	0.003073911906966343	0.426514149825001	50	81.07091522216797	0.934535026550293
Evolution	1	128	128	0.0024189172932207563	0.587899799077668	50	81.0742416381836	0.9370570182800293
Evolution	1	128	128	0.001306202113332106	0.426514149825001	50	81.29910278320312	0.9413117170333862
Evolution	1	128	64	0.002302635053779588	0.587899799077668	50	81.30499267578125	0.9326847195625305
Evolution	1	128	128	0.001306202113332106	0.426514149825001	50	81.34490203857422	0.9316645860671997
Evolution	1	128	128	0.003073911906966343	0.426514149825001	50	81.5345230102539	0.9348334074020386
Evolution	1	128	64	0.0024189172932207563	0.424225460705695	50	81.94330596923828	0.9311333894729614
Evolution	1	128	128	0.0024189172932207563	0.587899799077668	50	82.2800064086914	0.9328367114067078
Evolution	1	32	64	0.001162671929493322	0.587899799077668	50	82.36257934570312	0.9509406089782715
Evolution	1	128	64	0.002302635053779588	0.587899799077668	50	82.45757293701172	0.9345487356185913
Evolution	1	32	256	0.0024302768549145748	0.4468916399340758	50	82.55169677734375	0.9517027139663696
Evolution	1	32	128	0.001162671929493322	0.587899799077668	50	82.62606811523438	0.950249195098877
Evolution	1	128	128	0.004375177384198215	0.587899799077668	50	82.67761993408203	0.9359516501426697
Evolution	1	64	256	0.001162671929493322	0.587899799077668	50	82.70975494384766	0.9510968327522278
Evolution	1	128	128	0.001306202113332106	0.4260668990873636	50	82.78158569335938	0.9457305669784546
Evolution	1	64	128	0.001306202113332106	0.4722614887209451	50	82.8076171875	0.9498169422149658
Evolution	1	64	512	0.002302635053779588	0.426514149825001	50	83.51911926269531	0.9490145444869995
Evolution	1	64	128	0.001162671929493322	0.587899799077668	50	83.55542755126953	0.9468847513198853
Evolution	1	64	256	0.002302635053779588	0.587899799077668	50	83.67079162597656	0.9484164714813232
Evolution	1	32	256	0.0024302768549145748	0.4468916399340758	50	83.83712005615234	0.9489676356315613
Evolution	0	32	512	0.002302635053779588	0.426514149825001	50	83.83963775634766	0.94892817735672
Evolution	1	64	128	0.000769101404193831	0.4468916399340758	50	83.87786102294922	0.9492571949958801
Evolution	1	32	128	0.0024189172932207563	0.587899799077668	50	83.9751205444336	0.9488291144371033
Evolution	-1	128	1024	0.002302635053779588	0.587899799077668	50	83.97834777832031	0.9456154704093933
Evolution	1	32	256	0.001162671929493322	0.4468916399340758	50	84.07157135009766	0.9499968886375427
Evolution	1	32	256	0.0019863027615545517	0.587899799077668	50	84.09817504882812	0.9498184323310852
Evolution	1	32	256	0.002302635053779588	0.587899799077668	50	84.10826110839844	0.951541543006897
Evolution	1	32	512	0.0022043262515978584	0.587899799077668	50	84.15565490722656	0.9503183960914612
Evolution	1	32	128	0.0024189172932207563	0.587899799077668	50	84.28588104248047	0.9466771483421326
Evolution	1	32	256	0.0024302768549145748	0.426514149825001	50	84.32813262939453	0.9489300847053528
Evolution	1	32	256	0.0024189172932207563	0.3994386525122266	50	84.4478759765625	0.9495166540145874
Evolution	1	32	512	0.0024302768549145748	0.4468916399340758	50	84.5318832397461	0.9496049880981445
Evolution	1	32	256	0.002302635053779588	0.4468916399340758	50	84.56543731689453	0.9516445398330688
Evolution	1	32	256	0.0024302768549145748	0.4468916399340758	50	84.58391571044922	0.9513517618179321
Evolution	1	32	256	0.001162671929493322	0.45021501858823176	50	84.60271453857422	0.9500182271003723
Evolution	1	32	256	0.0024302768549145748	0.587899799077668	50	84.61176300048828	0.9491803050041199
Evolution	1	32	64	0.001162671929493322	0.587899799077668	50	84.61348724365234	0.9497332572937012
Evolution	1	32	128	0.0024302768549145748	0.4468916399340758	50	84.63723754882812	0.9477887153625488
Evolution	1	32	128	0.0024302768549145748	0.4468916399340758	50	84.6425552368164	0.9488898515701294
Evolution	0	32	256	0.0024189172932207563	0.4468916399340758	50	84.6505126953125	0.9459044933319092
Evolution	1	64	256	0.0024189172932207563	0.587899799077668	50	84.65957641601562	0.9455137848854065
Evolution	1	64	128	0.001306202113332106	0.587899799077668	50	84.6811752319336	0.9454972743988037
Evolution	1	64	256	0.002302635053779588	0.4395612915473359	50	84.80997467041016	0.9450511932373047
Evolution	1	32	512	0.002302635053779588	0.4468916399340758	50	84.82146453857422	0.9490796327590942
Evolution	1	64	256	0.002302635053779588	0.426514149825001	50	84.86016845703125	0.9417968392372131
Evolution	1	32	256	0.0024189172932207563	0.587899799077668	50	84.93138885498047	0.9476282000541687
Evolution	0	64	512	0.001162671929493322	0.587899799077668	50	84.94239044189453	0.9496283531188965
Evolution	1	64	128	0.0024302768549145748	0.4468916399340758	50	85.02845001220703	0.9429298639297485
Evolution	1	32	256	0.0024302768549145748	0.587899799077668	50	85.0414047241211	0.9458484649658203
Evolution	1	64	256	0.0024189172932207563	0.2795908238828432	50	85.32565307617188	0.9430341124534607
Evolution	1	32	256	0.0024302768549145748	0.4468916399340758	50	85.39911651611328	0.9480093121528625
Evolution	1	32	128	0.0024189172932207563	0.587899799077668	50	85.71756744384766	0.9441020488739014
Evolution	1	64	128	0.001162671929493322	0.587899799077668	50	86.091552734375	0.940691351890564
Evolution	1	32	128	0.0024189172932207563	0.587899799077668	50	86.15308380126953	0.9395971894264221
Evolution	1	32	1024	0.0024189172932207563	0.4468916399340758	50	86.1574935913086	0.9459990859031677
Evolution	1	64	256	0.002302635053779588	0.4468916399340758	50	86.27945709228516	0.9419912695884705
Evolution	1	64	128	0.0024189172932207563	0.587899799077668	50	86.74476623535156	0.9423103332519531
Evolution	1	32	128	0.002302635053779588	0.20082326124181576	50	86.7721939086914	0.9457520246505737
Evolution	1	64	128	0.0024189172932207563	0.4468916399340758	50	86.85862731933594	0.9390069842338562
Evolution	1	32	128	0.0024302768549145748	0.2461561964780027	50	87.14163208007812	0.9444656372070312
Evolution	1	32	1024	0.0024302768549145748	0.4102465735839071	50	87.24395751953125	0.9447154402732849
Evolution	1	32	64	0.0024302768549145748	0.4468916399340758	50	87.31575012207031	0.9393845796585083
Evolution	1	64	128	0.003073911906966343	0.587899799077668	50	87.5481948852539	0.9390056729316711
Evolution	0	32	64	0.002302635053779588	0.587899799077668	50	87.62541961669922	0.9387719631195068
Evolution	0	32	512	0.001162671929493322	0.587899799077668	50	88.24378204345703	0.9418660998344421
Evolution	1	64	128	0.0024189172932207563	0.426514149825001	50	88.49969482421875	0.9311039447784424
Evolution	1	64	64	0.001162671929493322	0.426514149825001	50	89.18608093261719	0.928594708442688
Evolution	1	32	64	0.003511136380457975	0.587899799077668	50	91.03670501708984	0.93233722448349
Evolution	0	32	512	0.002302635053779588	0.426514149825001	50	91.27616882324219	0.946884274482727
Evolution	1	16	64	0.0024302768549145748	0.587899799077668	50	92.56793212890625	0.9389827251434326
Grid	2	32	512	0.0021359019895012474	0.4919073731369882	50	105.24980163574219	0.8176558613777161
Grid	2	32	256	0.0013859019895012471	0.5419073731369882	50	105.44183349609375	0.8232583999633789
Grid	2	32	512	0.002385901989501247	0.5419073731369882	50	106.51007080078125	0.8167749047279358
Grid	2	32	512	0.0018859019895012472	0.4419073731369882	50	106.55001068115234	0.8184171319007874
Grid	2	32	128	0.0016359019895012472	0.5419073731369882	50	106.65963745117188	0.8101305961608887
Grid	2	32	256	0.0016359019895012472	0.5169073731369882	50	106.70204162597656	0.8196658492088318
Grid	2	32	512	0.0016359019895012472	0.4669073731369882	50	106.79057312011719	0.8154598474502563
Grid	2	32	128	0.0013859019895012471	0.4419073731369882	50	106.84141540527344	0.8142715692520142
Grid	2	32	512	0.0018859019895012472	0.4669073731369882	50	106.96630096435547	0.8191871047019958
Grid	2	32	256	0.0016359019895012472	0.4669073731369882	50	107.0728988647461	0.8046460151672363
Grid	2	32	512	0.0016359019895012472	0.5419073731369882	50	107.15898132324219	0.8241031765937805
Grid	2	32	512	0.0021359019895012474	0.4419073731369882	50	107.17485809326172	0.8177587389945984
Random	2	32	256	0.0018859019895012472	0.4919073731369882	50	107.24131774902344	0.8148499727249146
Evolution	2	64	256	0.0007977303478937575	0.587899799077668	50	107.3525619506836	0.8133581876754761
Evolution	2	32	256	0.002302635053779588	0.587899799077668	50	107.3951644897461	0.8184812664985657
Grid	2	32	512	0.0013859019895012471	0.4419073731369882	50	107.41698455810547	0.822502613067627
Grid	2	32	256	0.0013859019895012471	0.4419073731369882	50	107.44812774658203	0.8190651535987854
Grid	2	32	256	0.0018859019895012472	0.4419073731369882	50	107.51782989501953	0.8150959014892578
Evolution	2	32	256	0.0012638053335981949	0.45060130129300113	50	107.53730010986328	0.8202027678489685
Evolution	2	32	512	0.0024302768549145748	0.3994386525122266	50	107.58360290527344	0.8179027438163757
Grid	2	32	512	0.002385901989501247	0.5169073731369882	50	107.58375549316406	0.8180823922157288
Evolution	1	32	256	0.0016143174560436404	0.45060130129300113	50	107.69776153564453	0.9420354962348938
Grid	2	32	512	0.002385901989501247	0.4919073731369882	50	107.70667266845703	0.8095746040344238
Grid	2	32	256	0.0018859019895012472	0.4669073731369882	50	107.7177734375	0.8159487247467041
Grid	2	32	256	0.0016359019895012472	0.5419073731369882	50	107.75727844238281	0.8172523975372314
Grid	2	32	512	0.0018859019895012472	0.4919073731369882	50	107.80066680908203	0.8024932146072388
Grid	2	32	128	0.0018859019895012472	0.4669073731369882	50	107.85102844238281	0.8024226427078247
Grid	2	32	256	0.0018859019895012472	0.5169073731369882	50	107.92162322998047	0.8167885541915894
Grid	2	32	256	0.002385901989501247	0.5419073731369882	50	107.94842529296875	0.8121041059494019
Grid	2	32	256	0.0018859019895012472	0.5419073731369882	50	108.01097106933594	0.8145269155502319
Grid	2	32	512	0.0018859019895012472	0.5169073731369882	50	108.1314926147461	0.8158122301101685
Grid	2	32	256	0.0021359019895012474	0.4919073731369882	50	108.32931518554688	0.8073301315307617
Grid	2	32	256	0.0021359019895012474	0.5419073731369882	50	108.37601470947266	0.8179540634155273
Grid	2	32	256	0.002385901989501247	0.4919073731369882	50	108.38343811035156	0.8133008480072021
Grid	2	32	128	0.0013859019895012471	0.4919073731369882	50	108.40553283691406	0.8069902658462524
Grid	2	32	128	0.002385901989501247	0.4669073731369882	50	108.40699768066406	0.7866503596305847
Grid	2	32	256	0.0016359019895012472	0.4419073731369882	50	108.41606140136719	0.8146852850914001
Grid	2	32	128	0.002385901989501247	0.5419073731369882	50	108.43653106689453	0.7982726693153381
Grid	2	32	512	0.002385901989501247	0.4419073731369882	50	108.46365356445312	0.8186235427856445
Grid	2	32	256	0.0013859019895012471	0.4919073731369882	50	108.56476593017578	0.8205275535583496
Grid	2	32	512	0.002385901989501247	0.4669073731369882	50	108.6011962890625	0.8129822611808777
Evolution	2	32	1024	0.0024189172932207563	0.3994386525122266	50	108.73065948486328	0.8169229030609131
Grid	2	32	256	0.0021359019895012474	0.4669073731369882	50	108.78658294677734	0.8146580457687378
Grid	2	32	512	0.0016359019895012472	0.4419073731369882	50	108.86344909667969	0.8193583488464355
Grid	2	32	256	0.0018859019895012472	0.4919073731369882	50	108.93724822998047	0.8126528263092041
Grid	2	32	256	0.0021359019895012474	0.5169073731369882	50	109.04457092285156	0.8051828145980835
Grid	2	32	128	0.0021359019895012474	0.5419073731369882	50	109.08646392822266	0.8079521059989929
Evolution	2	64	256	0.0012638053335981949	0.3994386525122266	50	109.1006088256836	0.7970686554908752
Evolution	1	32	256	0.0024189172932207563	0.4468916399340758	50	109.14425659179688	0.9390114545822144
Evolution	2	32	256	0.0012638053335981949	0.4468916399340758	50	109.17533874511719	0.8189763426780701
Random	2	32	256	0.00248431177928593	0.3040519765191516	50	109.3654556274414	0.7957510948181152
Evolution	1	32	256	0.0024189172932207563	0.3994386525122266	50	109.36901092529297	0.9411248564720154
Grid	2	32	128	0.0013859019895012471	0.5419073731369882	50	109.56755828857422	0.8167966604232788
Evolution	2	64	256	0.002302635053779588	0.587899799077668	50	109.74846649169922	0.7968993186950684
Evolution	2	64	256	0.002302635053779588	0.587899799077668	50	109.76751708984375	0.7927157878875732
Grid	2	32	128	0.0021359019895012474	0.4919073731369882	50	109.8257064819336	0.7941089272499084
Grid	2	32	128	0.0018859019895012472	0.4919073731369882	50	109.86857604980469	0.8036251068115234
Evolution	2	32	1024	0.002438442172781731	0.3994386525122266	50	109.89458465576172	0.8149231672286987
Grid	2	32	256	0.002385901989501247	0.4669073731369882	50	110.09429931640625	0.8101733326911926
Grid	2	32	256	0.002385901989501247	0.5169073731369882	50	110.22032165527344	0.8131849765777588
Grid	2	32	128	0.002385901989501247	0.4919073731369882	50	110.2257308959961	0.8008588552474976
Grid	2	32	128	0.0016359019895012472	0.4919073731369882	50	110.3314437866211	0.7986778020858765
Random	2	32	512	0.0029685376242360225	0.2844704073967882	50	110.41267395019531	0.7976736426353455
Grid	2	32	128	0.0013859019895012471	0.5169073731369882	50	110.47813415527344	0.8165813684463501
Grid	2	32	128	0.0013859019895012471	0.4669073731369882	50	110.47994995117188	0.8119654059410095
Grid	2	32	128	0.0016359019895012472	0.4669073731369882	50	110.5283432006836	0.8059467077255249
Grid	2	32	128	0.0021359019895012474	0.4669073731369882	50	110.64588165283203	0.8076585531234741
Evolution	2	64	256	0.0012638053335981949	0.45060130129300113	50	110.64712524414062	0.7919306755065918
Grid	2	32	128	0.0016359019895012472	0.4419073731369882	50	110.68672943115234	0.8101716637611389
Grid	2	32	128	0.0018859019895012472	0.4419073731369882	50	110.99600982666016	0.803506076335907
Grid	2	32	256	0.0021359019895012474	0.4419073731369882	50	111.51148986816406	0.809205949306488
Grid	2	32	128	0.0018859019895012472	0.5169073731369882	50	111.74020385742188	0.8032578229904175
Evolution	2	128	128	0.0015760614244336578	0.426514149825001	50	111.89270782470703	0.7265815734863281
Grid	2	32	128	0.0016359019895012472	0.5169073731369882	50	111.96980285644531	0.8022969961166382
Grid	2	32	512	0.0021359019895012474	0.4669073731369882	50	111.9715805053711	0.8074597120285034
Grid	2	32	128	0.0021359019895012474	0.5169073731369882	50	112.16011810302734	0.799443781375885
Evolution	2	128	128	0.0024189172932207563	0.587899799077668	50	112.20032501220703	0.7497510313987732
Grid	2	32	128	0.002385901989501247	0.5169073731369882	50	112.21856689453125	0.7815975546836853
Grid	2	32	512	0.0013859019895012471	0.5419073731369882	50	112.38249206542969	0.8197634220123291
Random	2	32	64	0.009069915362374538	0.49513802459151746	50	112.6737060546875	0.7891963720321655
Evolution	2	128	1024	0.0024302768549145748	0.4102465735839071	50	112.87332916259766	0.7747571468353271
Grid	2	32	128	0.0018859019895012472	0.5419073731369882	50	112.87913513183594	0.8005020022392273
Baseline	2	32	64	0.001	0.2	50	113.19822692871094	0.7876233458518982
Grid	2	32	128	0.002385901989501247	0.4419073731369882	50	113.4263916015625	0.7871086597442627
Evolution	1	32	256	0.0013532068175375973	0.4350771460249319	50	113.81159210205078	0.9388096928596497
Evolution	1	32	256	0.0013381967618877801	0.4468916399340758	50	114.11009216308594	0.9365810751914978
Evolution	0	32	512	0.002302635053779588	0.587899799077668	50	114.89069366455078	0.9385288953781128
Grid	2	32	256	0.002385901989501247	0.4419073731369882	50	114.9086685180664	0.7904238104820251
Grid	2	32	512	0.0021359019895012474	0.5419073731369882	50	114.98314666748047	0.7999606728553772
Evolution	2	128	128	0.001306202113332106	0.587899799077668	50	114.9933853149414	0.7631873488426208
Grid	2	32	128	0.0021359019895012474	0.4419073731369882	50	115.00371551513672	0.7930571436882019
Baseline	2	128	64	0.001	0.2	50	115.10143280029297	0.693168044090271
Random	2	32	128	0.008032341445014406	0.32264696035184715	50	115.34847259521484	0.750461995601654
Evolution	2	32	256	0.0030891695640379246	0.41020975665073534	50	116.0943603515625	0.7835419774055481
Evolution	2	64	256	0.0024633215615018677	0.445391691785107	50	116.27383422851562	0.7484445571899414
Grid	2	32	512	0.0013859019895012471	0.4919073731369882	50	116.60874938964844	0.8175598978996277
Baseline	2	64	64	0.001	0.2	50	119.2458724975586	0.7269166707992554
Random	2	32	64	0.008132704125607017	0.46792818367484623	50	120.01066589355469	0.7541518211364746
Grid	2	32	256	0.0013859019895012471	0.4669073731369882	50	121.02167510986328	0.8151100873947144
Random	2	32	128	0.008386998518136337	0.22784070470777312	50	123.22307586669922	0.7137356400489807
Random	2	32	128	0.005979309654381796	0.25711955203507175	50	123.45417785644531	0.7208359241485596
Grid	2	32	512	0.0021359019895012474	0.5169073731369882	50	125.07522583007812	0.8112364411354065
Random	2	32	64	0.0061359014144107	0.35721833095235545	50	127.81172943115234	0.7290818691253662
Grid	2	32	512	0.0016359019895012472	0.5169073731369882	50	134.62551879882812	0.8090174198150635
Grid	2	32	256	0.0016359019895012472	0.4919073731369882	50	135.12754821777344	0.794809103012085
Grid	2	32	512	0.0018859019895012472	0.5419073731369882	50	136.03746032714844	0.8106216788291931
Grid	2	32	256	0.0013859019895012471	0.5169073731369882	50	136.49612426757812	0.8030837774276733
Grid	2	32	512	0.0016359019895012472	0.4919073731369882	50	137.77125549316406	0.8075624704360962
Evolution	2	32	1024	0.0024302768549145748	0.4102465735839071	50	138.68165588378906	0.8013246655464172
Grid	2	32	512	0.0013859019895012471	0.5169073731369882	50	140.02935791015625	0.8075433373451233
Evolution	2	32	1024	0.0019348968874735965	0.4871493994240604	50	140.13851928710938	0.8013313412666321
Evolution	2	32	1024	0.0013196680890999552	0.46125521790937696	50	140.91217041015625	0.8025161027908325
Evolution	2	16	512	0.0025353897462600124	0.4270757341504351	50	142.3122100830078	0.808869481086731
Evolution	2	16	512	0.0017312595464828357	0.47822453116804936	50	143.24063110351562	0.8076245188713074
Grid	2	32	512	0.0013859019895012471	0.4669073731369882	50	144.49244689941406	0.8030046820640564
Evolution	2	16	1024	0.0027493017451254865	0.49924888650315297	50	144.71665954589844	0.7990795969963074
Evolution	2	32	1024	0.001162671929493322	0.4468916399340758	50	145.01837158203125	0.7987256050109863
Evolution	3	64	512	0.0014947909474003775	0.5820125645371763	50	147.6621551513672	0.663305401802063
Evolution	3	64	1024	0.002295560433361165	0.45492107628705025	50	149.6315155029297	0.6489953398704529
Evolution	3	16	256	0.0028276236842872077	0.5624513287275089	50	178.6354217529297	0.6556054353713989
Evolution	3	16	256	0.002790372269054222	0.5709553921396011	50	179.0587615966797	0.6524970531463623
Evolution	3	16	256	0.0028131726651306446	0.5632926532839418	50	182.45339965820312	0.6467087268829346
Evolution	3	16	1024	0.003163009241189313	0.4198545136654043	50	184.49679565429688	0.6452652215957642
Random	2	32	512	0.0001809942912234548	0.20353697661358675	50	189.97032165527344	0.6690923571586609
Baseline	6	32	64	0.001	0.2	50	214.98536682128906	-0.0016884803771972656
Baseline	4	64	64	0.001	0.2	50	220.56002807617188	0.1563069224357605
Baseline	6	64	64	0.001	0.2	50	224.95323181152344	0.07915496826171875
Baseline	4	128	64	0.001	0.2	50	228.34910583496094	0.1643505096435547
Baseline	4	32	64	0.001	0.2	50	238.76551818847656	0.2711692452430725
